Cod;Produto;Grupo
C0085F;Carne, boi, cozida, seca, Bos taurus <<Meat, beef, dried, cooked>>;Carnes
C0086F;Carne, búfalo, crua, Bubalis bubalis Murrah (média de diferentes cortes) <<Meat, buffalo, raw (mean of different cuts)>>;Carnes
C0087F;Carne, búfalo, crua, Bubalis bubalis Murrah <<Meat, buffalo, rump/top/bottom sirloin, raw>>;Carnes
C0252F;Carne, búfalo, coxão mole, crua, Bubalis bubalis Murrah <<Meat, buffalo, top side/round (lower), raw>>;Carnes
C0088F;Carne, búfalo, lombo, crua, Bubalis bubalis Murrah <<Meat, buffalo, loin, raw>>;Carnes
C0089F;Carne, cabrito, crua, Capra hirbus (média de difrentes cortes) <<Meat, goat, raw (mean of different cuts)>>;Carnes
C0090F;Carne, cabrito, costela, crua, Capra hirbus <<Meat, goat, ribs, raw>>;Carnes
C0091F;Carne, cabrito, lombo, crua, Capra hirbus <<Meat, goat, loin, raw>>;Carnes
C0092F;Carne, cabrito, mamão, crua, Capra hirbus <<Meat, baby goat, raw >>;Carnes
C0093F;Carne, cabrito, paleta, crua, Capra hirbus <<Meat, goat, shoulder, raw>>;Carnes
C0094F;Carne, cabrito, perna, crua, Capra hirbus <<Meat, goat, leg, raw>>;Carnes
C0095F;Carne, cabrito, pescoço, crua, Capra hirbus <<Meat, goat, neck, raw>>;Carnes
C0096F;Carne, cabrito, pernil e paleta, crua, Capra hirbus <<Meat, goat, legs, raw>>;Carnes
C0097F;Carne, coelho, selecta, crua, Lepus cuniculus (média de diferentes cortes) <<Meat, rabbit, raw (mean of different cuts)>>;Carnes
C0098F;Carne, frango, média diferentes preparos, Gallus gallus <<Meat, chicken, prepared, without salt>>;Carnes
C0099F;"Empanados, frango, cru, crocante, ""Sadia"" <<Nuggets, commercial, raw>>";Carnes
C0100F;Coxinha, frango, frita <<Croquette, chicken, fried>>;Carnes
C0101F;Empada, frango, pré-cozida, assada, s/ sal <<Pot pie, chicken, precooked, roasted, without salt>>;Carnes
C0102F;Empada, frango, pré-cozida, s/ sal <<Pot pie, chicken, precooked, roasted, without salt>>;Carnes
C0103F;Carne, frango, peito, s/ pele, filé, empanados, cru, Gallus gallus <<Meat, chicken, breast, no skin, fillet, breaded, raw, without salt>>;Carnes
C0104F;Carne, frango, caipira, inteiro, c/ pele, cozida, Gallus gallus <<Meat, chicken, whole, with skin, cooked, without salt>>;Carnes
C0105F;Carne, frango, caipira, inteiro, s/ pele, cozida, Gallus gallus <<Meat, chicken, whole, cooked, without skin and salt>>;Carnes
C0106F;Carne, frango, coração, assada, s/ sal, Gallus gallus <<Meat, chicken, heart, roasted, grill, without salt>>;Carnes
C0107F;Carne, frango, coração, grelhado, s/ sal, Gallus gallus <<Meat, chicken, heart, grilled, without salt>>;Carnes
C0108F;Carne, frango, coxa, c/ pele, assada, s/ sal, Gallus gallus <<Meat, chicken, leg, with skin, roasted, without salt>>;Carnes
C0109F;Carne, frango, coxa, s/ pele, cozida, s/ sal, Gallus gallus <<Meat, chicken, leg, no skin, cooked, without salt>>;Carnes
C0110F;Carne, frango, inteiro, s/ pele, assada, s/ sal, Gallus gallus <<Meat, chicken, whole, no skin, roasted, without salt>>;Carnes
C0111F;Carne, frango, inteiro, cozido/30min, s/ sal, Gallus gallus <<Meat, chicken, whole, cooked/30 min, without salt>>;Carnes
C0112F;Carne, frango, peito, c/ pele, assada, s/ sal, Gallus gallus <<Meat, chicken, breast, with skin, roasted, without salt>>;Carnes
C0113F;Carne, frango, peito, s/ pele, assada, s/ sal, Gallus gallus <<Meat, chicken, breast, no skin, roasted, without salt>>;Carnes
C0114F;Carne, frango, peito, s/ pele, grelhada, s/ sal, Gallus gallus <<Meat, chicken, breast, no skin, grilled, without salt>>;Carnes
C0115F;Carne, frango, sobrecoxa, c/ pele, assada, s/ sal, Gallus gallus <<Meat, chicken, thigh, with skin, baked, without salt>>;Carnes
C0116F;Carne, frango, sobrecoxa, s/ pele, assada, s/ sal, Gallus gallus <<Meat, chicken, thigh, no skin, roasted, without salt>>;Carnes
C0117F;Carne, frango, fígado, frita, s/ sal, Gallus gallus <<Meat, chicken, liver, fried, without salt>>;Carnes
C0249F;Carne, frango, moela, cozida, s/ sal, Gallus gallus <<Meat, chicken, gizzard, cooked, without salt>>;Carnes
C0250F;Carne, frango, galeto, assada, s/ sal, Gallus gallus <<Meat, chicken, cockerel, roasted, without salt>>;Carnes
C0118F;Carne, frango, crua, Gallus gallus <<Meat, chicken, raw>>;Carnes
C0251F;Carne, frango, asa, c/ pele, crua, Gallus gallus <<Meat, chicken, wing, with skin, raw>>;Carnes
C0119F;Carne, frango, coração, crua, Gallus gallus <<Meat, chicken, heart, raw>>;Carnes
C0120F;"Carne, frango, coração, crua, ""Seara"", Gallus gallus <<Meat, chicken, heart, raw>>";Carnes
C0121F;Carne, frango, coxa, c/ pele, crua, Gallus gallus <<Meat, chicken, leg, with skin, raw>>;Carnes
C0122F;"Carne, frango, coxa, c/ pele, crua, ""Seara"", Gallus gallus <<Meat, chicken, leg, with skin, raw>>";Carnes
C0123F;Carne, frango, coxa, s/ pele, crua, Gallus gallus <<Meat, chicken, leg, no skin, raw>>;Carnes
C0124F;Carne, frango, coxa e sobrecoxa, s/ pele, crua, Gallus gallus <<Meat, chicken, thigh and leg, no skin, raw>>;Carnes
C0125F;"Carne, frango, coxa e sobrecoxa, s/ pele, crua, ""Seara"", Gallus gallus <<Meat, chicken, thigh and leg, no skin, raw>>";Carnes
C0126F;Carne, frango, sobrecoxa, c/ pele, crua, Gallus gallus <<Meat, chicken, thigh, with skin, raw>>;Carnes
C0127F;"Carne, frango, sobrecoxa, c/ pele, crua, ""Seara"", Gallus gallus <<Meat, chicken, thigh, with skin, raw>>";Carnes
C0128F;Carne, frango, fígado, crua, Gallus gallus <<Meat, chicken, liver, raw>>;Carnes
C0129F;Carne, frango, inteiro, c/ pele, crua, Gallus gallus <<Meat, chicken, whole, with skin, raw>>;Carnes
C0130F;Carne, frango, inteiro, s/ pele, crua, Gallus gallus <<Meat, chicken, whole, no skin, raw>>;Carnes
C0131F;Carne, frango, moela, crua, Gallus gallus <<Meat, chicken, gizzard, raw>>;Carnes
C0132F;Carne, frango, peito, c/ pele, crua, Gallus gallus <<Meat, chicken, breast, with skin, raw>>;Carnes
C0133F;Carne, frango, peito, s/ pele, crua, Gallus gallus <<Meat, chicken, breast, no skin, raw>>;Carnes
C0134F;"Carne, frango, peito, filé, crua, ""Seara"", Gallus gallus <<Meat, chicken, breast, fillet, raw>>";Carnes
C0135F;"Carne, frango, peito, sassami, crua, ""Seara"", Gallus gallus <<Meat, chicken, breast, inner fillet, raw>>";Carnes
C0136F;Carne, ovino, cordeiro, crua, Ovis aries (média de diferentes cortes) <<Meat, lamb, raw (mean of different cuts)>>;Carnes
C0137F;Carne, ovino, cordeiro, lombo, crua, Ovis aries <<Meat, lamb, loin, raw>>;Carnes
C0138F;Carne, ovino, cordeiro, meia caraça, crua, Ovis aries <<Meat, lamb, half carcass, raw>>;Carnes
C0139F;Carne, ovino, cordeiro, músculo, s/ gordura, crua, Ovis aries <<Meat, lamb, shink, no external fat, raw>>;Carnes
C0140F;Carne, ovino, cordeiro, paleta, crua, Ovis aries <<Meat, lamb, foreshank, raw>>;Carnes
C0141F;Carne, ovino, cordeiro, perna, crua, Ovis aries <<Meat, lamb, leg, raw>>;Carnes
C0142F;Carne, ovino, ovelha, crua, Ovis aries <<Meat, ewes, raw>>;Carnes
C0143F;Carne, ovino, ovelha, lombo, crua, Ovis aries <<Meat, ewes, loin, raw>>;Carnes
C0144F;Carne, ovino, ovelha, meia caraça, crua, Ovis aries <<Meat, ewes, half carcass, raw>>;Carnes
C0145F;Carne, ovino, ovelha, paleta, crua, Ovis aries <<Meat, ewes, foreshank, raw>>;Carnes
C0146F;Carne, ovino, ovelha, perna, crua, Ovis aries <<Meat, ewes, leg, raw>>;Carnes
C0147F;Carne, ovino, capão, média, crua, Ovis aries <<Meat, wethers, raw>>;Carnes
C0148F;Carne, ovino, capão, lombo, crua, Ovis aries <<Meat, wethers, loin, raw>>;Carnes
C0149F;Carne, ovino, capão, meia caraça, crua, Ovis aries <<Meat, wethers, half carcass, raw>>;Carnes
C0150F;Carne, ovino, capão, paleta, crua, Ovis aries <<Meat, wethers, foreshank, raw>>;Carnes
C0151F;Carne, ovino, capão, perna, crua, Ovis aries <<Meat, wethers, leg, raw>>;Carnes
C0152F;Carne, peru, s/ pele, coxa, coxa, crua, Meleagris gallopavo <<Meat, turkey, leg, no skin, raw>>;Carnes
C0153F;Carne, peru, s/ pele, peito, peito, crua, Meleagris gallopavo <<Meat, turkey, breast, no skin, raw>>;Carnes
C0154F;Carne, porco, crua, Sus ssp (média de diferentes cortes) <<Meat, pork, raw (mean of different cuts)>>;Carnes
C0155F;Carne, porco, orelha, orelha, salgada, Sus ssp <<Meat, pork, ears, salted, raw>>;Carnes
C0156F;Carne, porco, rabo, salgado, Sus ssp <<Meat, pork, tail, salted, raw>>;Carnes
C0157F;Carne, porco, preparada, s/ sal, Sus ssp (média de diferentes cortes e receitas) <<Meat, pork, prepared, without sal (mean of different cuts and recipes)>>;Carnes
C0158F;Carne, porco, bisteca, crua, Sus ssp <<Meat, pork, chops, raw>>;Carnes
C0159F;Carne, porco, bisteca, frita, Sus ssp <<Meat, pork, chops, fried, without salt>>;Carnes
C0160F;Carne, porco, bisteca, grelhada, s/ sal, Sus ssp <<Meat, pork, chops, grilled, without salt>>;Carnes
C0161F;Carne, porco, costela, assada, s/ sal, Sus ssp <<Meat, pork, ribs, roasted, without salt>>;Carnes
C0162F;Carne, porco, costela, crua, Sus ssp <<Meat, pork, ribs, raw>>;Carnes
C0163F;Carne, porco, lombo, assada, s/ sal, Sus ssp <<Meat, pork, loin, roasted, without salt>>;Carnes
C0164F;Carne, porco, lombo, crua, Sus ssp <<Meat, pork, loin, raw>>;Carnes
C0165F;Carne, porco, lombo, temperado, crua, Sus ssp <<Meat, pork, loin, with spices, raw>>;Carnes
C0166F;Carne, porco, paleta, crua, Sus ssp <<Meat, pork, shoulder, raw>>;Carnes
C0167F;Carne, porco, pernil, assada, s/ sal, Sus ssp <<Meat, pork, shank, roasted, without salt>>;Carnes
C0168F;Carne, porco, pernil, crua, Sus ssp <<Meat, pork, shank, raw>>;Carnes
C0169F;Carne, porco, toucinho, crua, Sus ssp <<Meat, pork, bacon, raw>>;Carnes
C0170F;Carne, porco, toucinho, frito, Sus ssp <<Pork, bacon, fried>>;Carnes
C0171F;Carne, veado, crua, Mazama americana (média de diferentes cortes) <<Meat, deer, raw (mean of different cuts)>>;Carnes
C0172F;Fiambre, frango (média de diferentes cortes) <<Ham, chicken, cooked (means of different cuts)>>;Carnes
C0173F;Hambúrguer, cru (média de diferentes cortes) <<Hamburger, raw (mean of different meats)>>;Carnes
C0174F;"Hambúrguer, bovino, cru, Max burguer/""Sadia"" <<Hamburger, beef, raw>>";Carnes
C0175F;"Hambúrguer, frango, cru, ""Sadia"" <<Hamburger, chicken, raw>>";Carnes
C0176F;Hambúrguer, frango, cru, Seara <<Hamburger, chicken, raw>>;Carnes
C0177F;Hambúrguer, bovino, cru <<Hamburger, beef, raw>>;Carnes
C0178F;Hambúrguer, bovino, frito <<Hamburger, beef, fried>>;Carnes
C0179F;Hambúrguer, bovino, grelhado <<Hamburger, beef, grilled>>;Carnes
C0180F;Linguiça, crua (média de diferentes amostras) <<Sausage, raw (means of different samples)>>;Carnes
C0181F;Linguiça, porco, média, defumada, crua <<Sausage, pork, smoked, raw>>;Carnes
C0182F;Linguiça, porco, frescal, crua <<Sausage, pork, fresh, raw>>;Carnes
C0183F;Linguiça, frita <<Sausage, fried>>;Carnes
C0184F;"Linguiça, mista, defumada, crua, ""Sadia"" <<Sausage, mixed, smoked, raw>>";Carnes
C0185F;Linguiça, frango, crua <<Sausage, chicken, raw>>;Carnes
C0186F;"Linguiça, frango, crua, ""Sadia"" <<Sausage, chicken, raw>>";Carnes
C0187F;Linguiça, frango, crua, Seara <<Sausage, chicken, raw>>;Carnes
C0188F;Linguiça, frango, grelhada <<Sausage, chicken, grilled>>;Carnes
C0189F;Linguiça, porco, grelhada <<Sausage, pork, grilled>>;Carnes
C0190F;"Linguiça, toscana, crua, ""Seara"" <<Sausage, tuscan, raw>>";Carnes
C0191F;Linguiça, calabresa, fininha, crua <<Sausage, calabrese>>;Carnes
C0192F;Lombo, canadense, defumado <<Sausage, calabrese>>;Carnes
C0193F;Mortadela <<Mortadella, bologna>>;Carnes
C0194F;Carne, frango, peito, s/ pele, cozida, drenada, s/ sal, Gallus gallus <<Meat, chicken, breast, cooked, drained, without skin, with salt>>;Carnes
C0195F;Carne, frango, peito, s/ pele, cozida, drenada, c/ sal, Gallus gallus <<Meat, chicken, breast, cooked, drained, without skin and salt>>;Carnes
C0196F;Peru, peito, defumado <<Ham, turkey, breast, smoked>>;Carnes
C0197F;Peru, congelado, assado <<Turkey, frozen, roasted>>;Carnes
C0198F;Peru, congelado, cru <<Turkey, frozen, raw>>;Carnes
C0199F;Presunto, porco, lanche, cozido (média de diferentes amostras) <<Ham, pork, cooked (mean of different samples0>>;Carnes
C0200F;Presunto, c/ capa de gordura, cozido, fatiado <<Ham, pork, with fat, cooked, sliced>>;Carnes
C0201F;"Presunto, Presunto, cozido, ""Seara"" <<Ham, pork, cooked>>";Carnes
C0202F;"Presunto, lanche, Presunto, ""Wilson"" <<Ham, pork, cooked>>";Carnes
C0203F;Presunto, s/ capa de gordura, fatiado <<Ham, pork, no fat, cooked, sliced>>;Carnes
C0204F;Presunto, peru, lanche <<Turkey, ham, cooked>>;Carnes
C0205F;Quibe, s/ sal, salassado, assado <<Kibbeh, beef, roasted, without salt>>;Carnes
C0206F;Quibe, cru, s/ sal <<Kibbeh, beef, raw, without salt>>;Carnes
C0207F;Quibe, s/ sal, sal frito, frito <<Kibbeh, beef, fried, without salt>>;Carnes
C0208F;Salame, lanche, lanche (médiamédia <<Salami, pork>>;Carnes
C0209F;"Salame, porco, hamburguês, ""Sadia"" <<Salami, pork>>";Carnes
C0210F;"Salame, porco, italiano, ""Sadia"" <<Salami, pork, Italian>>";Carnes
C0211F;"Salame, porco, milano, ""Sadia"" <<Salami, pork>>";Carnes
C0212F;"Salaminho, porco, ""Sadia"" <<Salami, pork>>";Carnes
C0213F;Salsicha, não aquecida <<Frankfurter, chicken, unheated >>;Carnes
C0214F;"Salsicha, frango, não aquecida, ""Sadia"" (média de diferentes amostras) <<Frankfurter, unheated (means of different samples)>>";Carnes
C0215F;"Salsicha, hot dog, não aquecida, ""Sadia"" <<Frankfurter, hor dog, unheated >>";Carnes
C0216F;"Salsicha, Ionguette, não aquecida, ""Sadia"" <<Frankfurter, unheated >>";Carnes
C0217F;Salsichão, não aquecido <<Frankfurter, unheated >>;Carnes
C0218F;"Strogonoff, frango, congelado, ""Sadia"" <<Stroganoff, chicken, frozen, commercial>>";Carnes
C0219F;"Tender, porco, bolinha, ""Sadia"" <<Ham, pork, with salt, with seasoning>>";Carnes
C0220F;"Tender, frango, ""Sadia"" <<Ham, chicken, with spices and salt>>";Carnes
C0221F;Barreado, c/ carne em cubos, toucinho e farinha de mandioca, c/ sal, c/ temperos, c/ sal <<Brazilian recipe - beef in cubes, bacon, with spices and salt>>;Carnes
C0222F;Bife a cavalo, bife c/ ovos fritos, c/ sal, c/ temperos, c/ sal <<Beef and two eggs, fried, with spices and salt>>;Carnes
C0223F;Dobradinha, c/ feijão branco e tripa (bucho) de boi, c/ sal, c/ temperos, c/ sal <<Brazilian recipe - white beans and beef tripe, with salt, with seasoning>>;Carnes
C0224F;Estrogonoffe, carne, c/ temperos, c/ sal <<Strogonoff, beef, with spices and salt>>;Carnes
C0225F;Estrogonoffe, frango, c/ temperos, c/ sal <<Strogonoff, chicken, with spices and salt>>;Carnes
C0226F;Frango, c/ açafrão, c/ temperos, c/ sal <<Chicken with saffron, with salt>>;Carnes
C0227F;Sarapatel, c/ miúdos de porco, c/ temperos, c/ sal <<Brazilian recipe, by-products and pig blood, cooked, with spices and salt>>;Carnes
C0228F;Vaca atolada, c/ costela de boi e mandioca, c/ temperos <<Brazilian recipe - beef ribs with cassava, with spices and salt>>;Carnes
C0244F;Carne, boi, acém, moída, refogada c/ óleo e temperos, s/ sal, Bos taurus <<Meat, beef, neck/chuck eye, braised, with oil and spices, without salt>>;Carnes
C0245F;Carne, boi, acém, moída, refogada c/ óleo e temperos, c/ sal, Bos taurus <<Meat, beef, neck/chuck eye, braised, with oil, with spices and salt>>;Carnes
C0240F;Carne, frango, peito, s/ pele, cozida, c/ molho vermelho, s/ sal, Gallus gallus <<Meat, chicken, breast, cooked, without skin, with tomato sauce, without salt>>;Carnes
C0241F;Carne, frango, peito, s/ pele, cozida, c/ molho vermelho, c/ sal, Gallus gallus <<Meat, chicken, breast, cooked, without skin, with tomato sauce and salt>>;Carnes
C0242F;Carne, frango, peito, s/ pele, cozida, c/ molho branco, s/ sal, Gallus gallus <<Meat, chicken, breast, cooked, without skin, with bechamel sauce, with salt>>;Carnes
C0243F;Carne, frango, peito, s/ pele, cozida, c/ molho branco, c/ sal, Gallus gallus <<Meat, chicken, breast, cooked, without skin, with bechamel sauce, without salt>>;Carnes
C0232F;Carne, frango, peito, cozida/drenada, c/ óleo de soja, s/ sal, Gallus gallus <<Meat, chicken, breast, cooked, drained, with oil, without skin and salt>>;Carnes
C0233F;Carne, frango, peito, cozida/drenada, c/ óleo de soja, c/ sal, Gallus gallus <<Meat, chicken, breast, cooked, drained, without skin, with oil and salt>>;Carnes
C0236F;Carne, frango, peito, s/ pele, frita, c/ óleo de soja, s/ sal, Gallus gallus <<Meat, chicken, breast, fried, without skin and salt>>;Carnes
C0237F;Carne, frango, peito, s/ pele, frita, c/ óleo de soja, c/ sal <<Meat, chicken, breast, fried, without skin, with salt>>;Carnes
C0230F;Carne, frango, peito, s/ pele, grelhada, s/ gordura, c/ sal, Gallus gallus <<Meat, chicken, breast, grilled, without oil, with salt>>;Carnes
C0231F;Carne, frango, peito, c/ pele, assada, c/ sal, Gallus gallus <<Meat, chicken, breast, baked, wit skin, with salt>>;Carnes
C0234F;Carne, frango, peito, s/ pele, refogado, s/ sal, Gallus gallus <<Meat, chicken, breast, braised, without skin and salt>>;Carnes
C0235F;Carne, frango, peito, s/ pele, refogado, c/ sal, Gallus gallus <<Meat, chicken, breast, braised, without skin, with salt>>;Carnes
C0238F;Carne, frango, filé, à milanesa, s/ sal, frita em imersão, Gallus gallus <<Meat, chicken, breast, breaded, deep fried, without skin and salt>>;Carnes
C0239F;Carne, frango, filé, à milanesa, c/ sal, frita em imersão, Gallus gallus <<Meat, chicken, breast, breaded, deep fried, without skin, with salt>>;Carnes
C0247F;Presunto, porco, c/ capa de gordura (média de diferentes amostras) <<Ham, pork, no fat (mean of different samples)>>;Carnes
C0248F;Presunto, porco, s/ capa de gordura (média de diferentes amostras) <<Ham, pork, with fat (mean of different samples)>>;Carnes
C0246F;Molho, à bolonhesa (molho de tomate c/ 25% de carne moída), c/ sal <<Sauce, bolonese (25% ground meat), with salt>>;Carnes
C0001H;Bebida isotônica, sabores variados <<Isotonic beverage, various flavours>>;Bebidas
C0002H;Bebida alcoólica, destilada (gim, rum, vodka, whisky) (teor alcoólico 33%) <<Alcoholic beverage, distilled (gin, rum, vodka, whisky), 33% alcohol>>;Bebidas
C0003H;Bebida alcoólica, destilada (gim, rum, vodka, whisky) (teor alcoólico 36%) <<Alcoholic beverage, distilled (gin, rum, vodka, whisky), 36% alcohol>>;Bebidas
C0004H;Bebida alcoólica, destilada (gim, rum, vodka, whisky) (teor alcoólico 39%) <<Alcoholic beverage, distilled (gin, rum, vodka, whisky), 39% alcohol>>;Bebidas
C0005H;Bebida alcoólica, destilada (gim, rum, vodka, whisky) (teor alcoólico 42%) <<Alcoholic beverage, distilled (gin, rum, vodka, whisky), 42% alcohol>>;Bebidas
C0006H;Bebida alcoólica, aguardente, cachaça <<Alcoholic beverage, sugarcane liquor>>;Bebidas
C0007H;Bebida, café, infusão 10%, s/ açúcar <<Beverage, coffee, 10% infusion, without sugar>>;Bebidas
C0008H;Cana, caldo <<Syrup, cane>>;Bebidas
C0009H;"Bebida alcoólica, cerveja, ""Pilsen"" <<Alcoholic beverage, beer, pilsen>>";Bebidas
C0010H;"Bebida, chá, limão, lata/garrafa, ""Lipton"" <<Beverage, tea, can/bottle, lemon>>";Bebidas
C0011H;Bebida, chá, mate, infusão 5%, s/ açúcar <<Beverage, tea, mate, 5% infusion, without sugar>>;Bebidas
C0012H;"Beverage, chá, pêssego, lata/garrafa, ""Lipton"" <<Beverage, tea, can/bottle, peach>>";Bebidas
